Media Source,Campaign,Campaign Id,Cohort Day,Users,Cost,Average eCPI,roas - Rate - day 0 - partial,roas - Rate - day 1 - partial,roas - Rate - day 2 - partial,roas - Rate - day 3 - partial,roas - Rate - day 4 - partial,roas - Rate - day 5 - partial,roas - Rate - day 6 - partial,roas - Rate - day 7 - partial,roas - Rate - day 8 - partial,roas - Rate - day 9 - partial,roas - Rate - day 10 - partial,roas - Rate - day 11 - partial,roas - Rate - day 12 - partial,roas - Rate - day 13 - partial,roas - Rate - day 14 - partial,roas - Rate - day 15 - partial,roas - Rate - day 16 - partial,roas - Rate - day 17 - partial,roas - Rate - day 18 - partial,roas - Rate - day 19 - partial,roas - Rate - day 20 - partial,roas - Rate - day 21 - partial,roas - Rate - day 22 - partial,roas - Rate - day 23 - partial,roas - Rate - day 24 - partial,roas - Rate - day 25 - partial,roas - Rate - day 26 - partial,roas - Rate - day 27 - partial,roas - Rate - day 28 - partial
Facebook Ads,youdaozhixuan_Liveme_FB_TH_04_aaa_page003_ys_0303_ON,2.38541948377202e+16,2023-03-08,715,76.7,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB_TH_04_aaa_page003_ys_0303_ON,2.38541948377202e+16,2023-03-09,443,25.87,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-10,414,35.97,0.09,41.33,53.11,58.87,62.91,66.09,67.88,69.33,70.7,71.75,72.97,73.96,74.96,76.14,77.23,78.11,78.92,79.74,80.83,81.39,81.92,82.23,82.69,83.11,83.61,83.95,84.29,84.29,84.29,84.29
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-11,1245,85.06,0.07,51.77,62.64,68.23,73.31,76.69,79.33,81.27,82.78,84.19,85.94,87.44,88.5,89.73,90.79,92.22,93.25,94.45,95.86,96.83,97.89,98.91,99.92,100.91,102.19,103.27,103.27,103.27,103.27,103.27
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-12,1088,89.37,0.08,42.91,55.34,61.65,65.44,68.06,70.28,73.12,74.82,76.61,78.12,79.2,80.95,82.6,84.06,85.41,86.46,87.48,88.12,88.74,89.42,90.03,90.54,91.28,92.05,92.05,92.05,92.05,92.05,92.05
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-13,1387,99.48,0.07,46.38,58.55,63.76,67.66,70.38,72.56,74.46,75.9,77.53,78.54,80.13,81.4,82.76,84.22,85.44,86.45,87.34,88.21,89.19,90.13,91.2,92.4,93.38,93.38,93.38,93.38,93.38,93.38,93.38
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-14,1394,98.1,0.07,47.06,60.01,66.04,70.21,72.91,75.05,77.12,78.9,80.36,82.1,83.83,85.33,86.72,88.0,89.32,90.43,91.54,92.66,93.34,94.51,95.52,96.22,96.22,96.22,96.22,96.22,96.22,96.22,96.22
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-15,1264,97.64,0.08,42.82,52.87,59.24,62.9,65.96,68.07,69.95,71.75,73.79,75.54,77.48,78.84,80.43,81.98,83.04,84.08,85.17,86.2,87.48,88.64,89.84,89.84,89.84,89.84,89.84,89.84,89.84,89.84,89.84
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-16,1250,93.11,0.07,39.71,53.56,59.24,63.0,66.08,68.43,70.73,73.9,76.62,78.84,80.88,82.63,84.57,85.98,87.39,88.62,89.61,90.83,92.05,93.09,93.09,93.09,93.09,93.09,93.09,93.09,93.09,93.09,93.09
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-17,1085,98.39,0.09,36.08,46.98,52.06,56.5,60.63,63.11,65.74,68.15,70.22,71.73,73.54,74.95,76.1,77.25,78.48,79.54,80.7,81.76,82.72,82.72,82.72,82.72,82.72,82.72,82.72,82.72,82.72,82.72,82.72
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-18,1145,105.61,0.09,39.3,50.29,56.34,60.3,63.15,65.69,67.67,69.92,72.32,74.07,75.67,76.64,77.51,78.75,79.82,81.46,83.13,84.43,84.43,84.43,84.43,84.43,84.43,84.43,84.43,84.43,84.43,84.43,84.43
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-19,1133,102.58,0.09,35.17,44.19,48.56,52.52,55.83,58.06,59.89,61.86,63.72,65.36,66.76,68.15,69.5,70.77,72.1,73.32,74.33,74.33,74.33,74.33,74.33,74.33,74.33,74.33,74.33,74.33,74.33,74.33,74.33
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-20,1045,100.91,0.1,34.61,46.42,51.54,56.16,59.58,62.44,64.93,66.61,67.95,68.95,70.19,71.57,72.66,73.7,74.53,75.32,75.32,75.32,75.32,75.32,75.32,75.32,75.32,75.32,75.32,75.32,75.32,75.32,75.32
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-21,1142,100.42,0.09,33.43,42.32,46.37,50.2,53.71,56.66,58.92,60.79,62.43,64.07,66.14,67.28,68.7,70.11,71.63,71.63,71.63,71.63,71.63,71.63,71.63,71.63,71.63,71.63,71.63,71.63,71.63,71.63,71.63
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-22,1027,98.22,0.1,34.28,44.85,49.38,52.46,55.65,57.8,59.53,60.96,62.0,63.01,64.17,65.51,66.79,68.11,68.11,68.11,68.11,68.11,68.11,68.11,68.11,68.11,68.11,68.11,68.11,68.11,68.11,68.11,68.11
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-23,1050,98.5,0.09,34.39,45.89,51.3,54.35,57.06,59.8,61.74,63.67,65.53,66.85,68.37,69.95,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-24,1002,98.77,0.1,34.38,44.45,50.78,56.66,60.31,63.08,65.16,67.41,69.31,70.91,72.35,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-25,1002,100.59,0.1,34.72,48.08,55.41,60.46,63.41,65.96,69.07,71.18,73.53,75.4,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-26,818,76.24,0.09,39.93,51.84,59.53,64.1,67.79,72.11,75.21,77.72,79.85,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-27,378,34.43,0.09,40.72,49.22,53.7,55.85,58.08,59.79,61.71,64.0,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-28,517,45.52,0.09,35.14,42.63,46.97,51.07,55.12,57.59,59.76,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-03-01,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-03-02,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-03-03,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-03-04,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-03-05,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-03-06,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-02-22,62,18.17,0.29,70.12,116.99,148.01,185.57,199.07,215.77,228.34,248.35,266.07,287.87,292.92,301.12,310.0,315.49,315.49,315.49,315.49,315.49,315.49,315.49,315.49,315.49,315.49,315.49,315.49,315.49,315.49,315.49,315.49
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-02-23,148,38.31,0.26,60.0,71.36,76.55,80.35,83.56,86.8,90.42,95.05,97.85,99.51,102.53,106.74,108.97,108.97,108.97,108.97,108.97,108.97,108.97,108.97,108.97,108.97,108.97,108.97,108.97,108.97,108.97,108.97,108.97
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-02-24,138,38.24,0.28,40.12,59.17,65.6,76.17,82.7,89.04,94.27,99.38,103.09,109.0,114.24,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-02-25,123,41.2,0.33,57.36,76.41,87.42,91.03,94.87,97.28,98.72,99.86,103.18,106.1,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-02-26,119,32.02,0.27,50.96,62.68,70.24,76.69,80.9,83.22,85.4,90.17,96.19,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-02-27,21,7.13,0.34,51.29,63.11,69.04,83.37,94.11,101.15,102.9,114.1,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-02-28,80,22.15,0.28,21.89,30.7,37.9,61.24,78.89,87.93,93.34,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-01,267,96.31,0.36,36.93,47.8,56.49,61.27,68.98,73.77,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-02,304,114.19,0.38,29.68,39.29,45.73,53.16,59.78,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-03,256,114.1,0.45,30.31,38.31,46.51,53.01,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-04,236,115.19,0.49,13.63,20.4,27.65,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-05,259,106.16,0.41,21.55,32.67,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-06,283,103.92,0.37,31.57,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-07,233,95.35,0.41,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-08,141,57.74,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-09,78,14.42,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-09,103,68.85,0.67,43.75,56.8,62.53,63.73,65.18,67.44,68.88,70.73,72.12,73.59,74.43,74.62,75.38,75.64,76.16,77.29,78.22,78.85,79.4,80.45,81.36,82.06,82.63,83.79,85.37,86.32,87.36,87.36,87.36
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-10,153,117.27,0.77,38.47,45.81,49.64,52.86,55.39,57.44,58.83,60.75,61.7,62.78,63.35,65.48,65.92,66.53,67.36,67.95,68.2,68.44,68.73,68.9,69.09,69.32,69.64,70.34,71.04,71.58,71.58,71.58,71.58
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-11,260,188.92,0.73,36.77,48.8,58.37,64.25,67.28,71.31,73.64,74.92,75.74,76.99,78.13,78.66,79.68,80.46,80.94,81.76,82.56,83.14,83.43,83.7,84.21,84.32,84.69,85.27,86.09,86.09,86.09,86.09,86.09
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-12,205,170.22,0.83,28.05,38.11,42.02,43.91,45.72,47.26,49.08,50.1,51.43,52.79,53.4,55.66,56.9,57.74,59.17,60.4,61.21,62.0,63.26,63.9,64.48,65.7,66.47,67.37,67.37,67.37,67.37,67.37,67.37
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-13,234,176.17,0.75,35.06,44.27,49.73,54.28,57.27,61.98,64.7,68.2,69.87,71.71,73.84,76.16,77.7,79.63,81.23,82.51,83.48,84.12,84.72,85.3,86.39,87.53,88.09,88.09,88.09,88.09,88.09,88.09,88.09
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-14,228,171.38,0.75,35.23,44.32,51.78,55.57,59.74,62.22,64.83,67.38,69.5,71.47,73.36,74.62,75.32,76.04,77.49,78.05,78.88,79.38,79.75,80.5,81.4,82.69,82.69,82.69,82.69,82.69,82.69,82.69,82.69
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-15,221,168.65,0.76,33.6,43.79,50.18,54.81,58.43,62.0,64.83,66.76,68.34,69.26,70.21,71.43,72.32,73.29,74.07,74.63,75.14,75.55,76.65,78.17,79.42,79.42,79.42,79.42,79.42,79.42,79.42,79.42,79.42
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-16,239,164.93,0.69,30.91,41.66,47.97,51.88,55.41,58.85,63.04,65.93,67.77,69.81,71.0,71.65,73.01,74.0,75.17,76.36,77.86,79.15,79.89,80.79,80.79,80.79,80.79,80.79,80.79,80.79,80.79,80.79,80.79
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-17,250,165.49,0.66,36.5,45.31,50.07,54.59,57.77,61.38,64.12,65.93,67.55,69.82,71.0,73.02,73.93,74.92,76.42,77.69,79.18,80.88,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-18,235,173.14,0.74,33.11,41.02,46.54,49.92,54.61,58.38,60.88,63.56,65.47,67.51,69.03,70.3,71.5,72.29,72.91,74.07,75.15,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-19,250,175.03,0.7,31.24,40.41,46.92,53.17,57.22,60.76,62.74,65.4,67.56,70.09,72.31,73.97,74.94,76.19,78.1,80.14,81.7,81.7,81.7,81.7,81.7,81.7,81.7,81.7,81.7,81.7,81.7,81.7,81.7
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-20,251,178.97,0.71,37.89,50.76,57.67,63.03,66.83,69.67,71.83,73.97,75.24,76.64,78.32,79.66,80.4,81.72,83.65,85.22,85.22,85.22,85.22,85.22,85.22,85.22,85.22,85.22,85.22,85.22,85.22,85.22,85.22
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-21,265,170.56,0.64,26.91,35.38,42.2,46.34,49.2,50.87,52.84,55.17,56.37,57.74,58.65,59.16,60.12,61.62,62.74,62.74,62.74,62.74,62.74,62.74,62.74,62.74,62.74,62.74,62.74,62.74,62.74,62.74,62.74
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-22,248,167.43,0.68,34.59,42.14,47.31,50.99,53.32,55.26,57.0,58.89,59.97,61.38,62.65,64.25,66.91,69.21,69.21,69.21,69.21,69.21,69.21,69.21,69.21,69.21,69.21,69.21,69.21,69.21,69.21,69.21,69.21
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-23,239,162.42,0.68,35.28,49.01,56.61,62.02,66.2,70.65,73.37,75.84,78.22,80.06,82.17,84.73,87.23,87.23,87.23,87.23,87.23,87.23,87.23,87.23,87.23,87.23,87.23,87.23,87.23,87.23,87.23,87.23,87.23
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-24,259,166.99,0.64,42.95,54.91,64.28,71.93,78.87,82.4,85.97,89.17,94.15,98.87,103.14,107.73,107.73,107.73,107.73,107.73,107.73,107.73,107.73,107.73,107.73,107.73,107.73,107.73,107.73,107.73,107.73,107.73,107.73
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-25,265,168.51,0.64,33.05,41.14,48.26,54.03,58.3,61.22,63.97,68.02,72.37,76.8,81.13,81.13,81.13,81.13,81.13,81.13,81.13,81.13,81.13,81.13,81.13,81.13,81.13,81.13,81.13,81.13,81.13,81.13,81.13
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-26,218,140.41,0.64,30.02,40.15,48.85,58.32,63.82,68.06,71.74,74.5,76.68,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29,79.29
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-27,143,96.07,0.67,49.01,65.21,73.24,77.8,83.77,87.97,90.92,94.97,97.94,97.94,97.94,97.94,97.94,97.94,97.94,97.94,97.94,97.94,97.94,97.94,97.94,97.94,97.94,97.94,97.94,97.94,97.94,97.94,97.94
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-28,189,130.34,0.69,28.05,34.01,39.7,43.3,46.95,50.88,55.27,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-03-01,276,185.64,0.67,30.42,38.39,43.34,46.65,50.79,53.69,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2,57.2
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-03-02,288,196.92,0.68,30.11,39.19,44.23,49.25,54.14,59.77,59.77,59.77,59.77,59.77,59.77,59.77,59.77,59.77,59.77,59.77,59.77,59.77,59.77,59.77,59.77,59.77,59.77,59.77,59.77,59.77,59.77,59.77,59.77
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-03-03,273,196.83,0.72,32.08,42.15,49.36,56.28,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-03-04,267,194.24,0.73,23.38,35.37,42.46,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-03-05,261,172.66,0.66,24.64,34.79,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-03-06,276,177.16,0.64,32.47,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-03-07,231,167.39,0.72,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-03-08,247,169.78,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
