Media Source,Campaign,Campaign Id,Cohort Day,Users,Cost,Average eCPI,revenue - sum - day 0 - partial,revenue - sum - day 1 - partial,revenue - sum - day 2 - partial,revenue - sum - day 3 - partial,revenue - sum - day 4 - partial,revenue - sum - day 5 - partial,revenue - sum - day 6 - partial,revenue - sum - day 7 - partial,revenue - sum - day 8 - partial,revenue - sum - day 9 - partial,revenue - sum - day 10 - partial,revenue - sum - day 11 - partial,revenue - sum - day 12 - partial,revenue - sum - day 13 - partial,revenue - sum - day 14 - partial,revenue - sum - day 15 - partial,revenue - sum - day 16 - partial,revenue - sum - day 17 - partial,revenue - sum - day 18 - partial,revenue - sum - day 19 - partial,revenue - sum - day 20 - partial,revenue - sum - day 21 - partial,revenue - sum - day 22 - partial,revenue - sum - day 23 - partial,revenue - sum - day 24 - partial,revenue - sum - day 25 - partial,revenue - sum - day 26 - partial,revenue - sum - day 27 - partial,revenue - sum - day 28 - partial
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-03-09,577,30.63,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-10,103,12.25,0.12,6.33,7.58,7.74,7.81,7.82,7.86,7.87,7.88,7.88,7.93,7.93,7.93,7.94,7.94,7.97,7.98,8.01,8.02,8.03,8.03,8.05,8.07,8.08,8.1,8.14,8.18,8.18,8.18,8.18
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-11,468,57.64,0.12,18.54,22.22,24.1,25.45,26.11,26.67,27.14,27.49,27.68,27.79,27.96,27.99,28.28,28.47,28.61,28.92,29.06,29.22,29.3,29.36,29.42,29.45,29.57,29.83,29.93,29.93,29.93,29.93,29.93
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-12,410,50.45,0.12,13.34,15.03,15.85,16.57,17.02,17.7,18.02,18.17,18.3,18.39,18.63,18.97,19.06,19.28,19.54,19.75,19.89,20.04,20.14,20.26,20.44,20.68,20.85,21.11,21.11,21.11,21.11,21.11,21.11
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-13,438,50.44,0.12,13.09,16.72,18.96,20.01,20.92,21.49,21.99,22.16,22.54,22.81,23.07,23.29,23.46,23.59,23.78,23.96,24.11,24.24,24.4,24.63,24.83,25.05,25.21,25.21,25.21,25.21,25.21,25.21,25.21
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-14,399,49.75,0.12,16.52,18.75,20.48,22.01,22.78,23.11,23.26,23.48,23.64,24.15,24.39,24.8,25.2,25.38,25.81,26.04,26.18,26.43,26.66,27.02,27.18,27.36,27.36,27.36,27.36,27.36,27.36,27.36,27.36
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-15,373,49.95,0.13,15.18,17.54,19.19,20.5,21.04,21.77,22.17,22.46,22.91,23.58,24.06,24.46,24.82,25.3,25.67,25.87,26.16,26.41,26.71,27.0,27.36,27.36,27.36,27.36,27.36,27.36,27.36,27.36,27.36
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-16,392,47.43,0.12,14.36,17.05,18.75,19.6,20.01,20.3,20.54,20.93,21.08,21.47,21.7,21.84,22.1,22.44,22.76,22.99,23.11,23.37,23.5,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-17,301,51.28,0.17,10.0,10.98,11.61,11.95,12.15,12.33,12.63,12.93,13.19,13.53,13.72,13.8,13.92,14.01,14.16,14.28,14.85,15.0,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-18,306,50.68,0.17,12.34,13.07,14.15,15.1,16.06,16.58,17.03,17.35,17.57,17.85,18.18,18.31,18.36,18.38,18.41,18.46,18.5,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-19,319,50.73,0.16,10.22,11.87,12.58,12.95,13.4,13.5,13.65,13.82,14.03,14.11,14.2,14.26,14.31,14.38,14.53,14.64,14.83,14.83,14.83,14.83,14.83,14.83,14.83,14.83,14.83,14.83,14.83,14.83,14.83
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-20,335,50.5,0.15,12.82,15.3,16.67,17.45,17.94,18.13,18.65,19.02,19.12,19.25,19.29,19.3,19.43,19.58,19.63,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-21,341,50.84,0.15,10.33,11.34,11.97,12.41,12.53,12.68,12.82,12.93,12.96,13.0,13.08,13.17,13.36,13.58,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.84
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-22,356,50.35,0.14,12.85,15.09,16.33,16.8,17.41,18.25,18.48,19.01,19.51,19.75,20.0,20.41,20.84,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-23,355,48.5,0.14,12.93,15.41,16.78,18.3,19.1,19.51,19.87,19.96,20.15,20.36,20.6,20.86,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-24,391,49.59,0.13,16.99,19.38,20.34,20.95,21.64,21.82,21.97,22.17,22.29,22.57,22.87,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-25,356,49.48,0.14,14.37,16.17,16.54,17.02,17.3,17.5,17.68,17.79,18.19,18.6,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-26,341,50.06,0.15,13.5,15.22,16.61,17.85,18.54,18.8,19.33,19.82,20.31,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-27,364,50.9,0.14,11.72,13.53,14.58,15.33,15.94,16.57,17.12,17.51,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-28,344,50.91,0.15,13.49,15.36,16.22,16.92,17.42,18.16,18.8,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-03-01,365,50.46,0.14,9.53,11.18,12.04,12.52,13.23,13.65,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-03-02,368,49.4,0.13,10.75,13.07,14.37,15.28,15.7,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-03-03,308,47.75,0.16,10.16,11.93,13.13,14.09,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-03-04,303,50.45,0.17,7.67,9.54,10.31,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-03-05,334,49.93,0.15,7.28,8.64,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-03-06,316,51.01,0.16,5.92,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-03-07,369,50.63,0.14,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-03-08,331,50.26,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-03-09,304,30.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-09,24,16.12,0.67,6.62,7.39,7.7,8.0,8.13,8.25,8.25,8.25,8.41,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.17,9.17,9.17,9.17,9.17,9.17
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-10,84,70.23,0.84,24.91,32.46,35.39,37.37,39.78,41.15,41.73,42.23,42.38,42.38,43.08,43.47,43.83,44.18,44.45,45.25,45.84,46.26,47.02,47.55,47.69,48.02,48.3,48.49,48.78,49.24,49.24,49.24,49.24
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-11,110,72.42,0.66,28.97,40.29,49.59,55.09,59.73,61.73,63.09,64.39,65.85,67.02,68.14,69.37,70.85,71.65,72.4,72.91,73.48,73.98,74.42,74.82,75.13,75.61,76.0,76.87,77.72,77.72,77.72,77.72,77.72
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-12,84,69.12,0.82,24.43,35.01,40.44,43.86,46.0,47.53,48.04,49.01,49.46,50.01,50.39,51.06,51.51,51.83,52.15,52.64,52.94,53.36,54.14,54.56,54.87,55.43,55.87,56.24,56.24,56.24,56.24,56.24,56.24
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-13,97,72.28,0.75,27.45,34.12,40.33,43.13,46.69,48.38,49.84,50.91,51.64,52.51,53.88,54.84,56.5,58.29,60.11,62.21,64.14,66.22,67.81,70.5,72.96,75.89,78.38,78.38,78.38,78.38,78.38,78.38,78.38
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-14,101,70.1,0.69,35.66,38.91,40.67,41.11,42.38,43.44,43.71,43.89,44.38,44.51,44.85,45.48,45.62,45.86,46.02,46.52,46.77,46.94,47.17,47.78,48.72,49.06,49.06,49.06,49.06,49.06,49.06,49.06,49.06
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-15,88,69.26,0.79,31.65,38.99,44.88,48.6,50.42,51.53,52.44,54.53,55.77,57.33,57.97,59.45,60.8,62.92,64.27,65.51,66.66,67.12,67.51,68.38,68.71,68.71,68.71,68.71,68.71,68.71,68.71,68.71,68.71
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-16,117,66.13,0.57,37.11,51.26,59.76,64.98,70.7,73.95,77.83,84.49,88.03,91.25,96.5,101.18,104.64,107.74,109.7,111.19,112.67,114.98,117.86,119.58,119.58,119.58,119.58,119.58,119.58,119.58,119.58,119.58,119.58
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-17,90,70.08,0.78,30.77,39.44,44.42,45.5,46.61,47.59,48.47,49.17,49.8,50.2,50.4,50.8,51.07,51.25,51.78,52.85,53.32,54.04,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-18,119,73.03,0.61,45.58,58.18,63.08,67.99,71.85,75.66,77.9,79.52,81.94,83.57,84.43,85.04,86.01,86.74,87.66,88.41,89.25,90.03,90.03,90.03,90.03,90.03,90.03,90.03,90.03,90.03,90.03,90.03,90.03
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-19,99,72.39,0.73,22.76,29.06,35.57,40.18,45.42,48.18,51.01,53.79,56.11,58.07,60.04,61.37,62.3,62.97,64.7,66.48,67.78,67.78,67.78,67.78,67.78,67.78,67.78,67.78,67.78,67.78,67.78,67.78,67.78
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-20,85,72.81,0.86,24.19,34.22,39.82,45.02,47.05,48.54,49.34,50.84,51.7,52.67,53.25,53.54,53.78,54.15,54.33,54.43,54.43,54.43,54.43,54.43,54.43,54.43,54.43,54.43,54.43,54.43,54.43,54.43,54.43
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-21,115,70.68,0.61,37.93,48.79,57.18,63.39,67.36,72.57,75.39,78.52,79.99,82.34,84.43,86.45,89.5,92.59,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-22,78,69.21,0.89,22.73,28.43,35.84,38.17,41.03,42.36,43.76,44.54,45.08,45.36,45.61,45.92,46.32,47.14,47.14,47.14,47.14,47.14,47.14,47.14,47.14,47.14,47.14,47.14,47.14,47.14,47.14,47.14,47.14
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-23,87,67.16,0.77,27.67,33.41,37.82,40.03,40.58,40.96,41.27,41.69,41.82,42.22,42.64,42.87,43.27,43.27,43.27,43.27,43.27,43.27,43.27,43.27,43.27,43.27,43.27,43.27,43.27,43.27,43.27,43.27,43.27
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-24,98,68.45,0.7,32.36,41.87,47.86,50.23,51.76,52.82,53.38,53.84,55.53,56.63,58.15,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-25,98,69.27,0.71,25.27,33.21,38.35,41.6,43.57,44.82,45.41,46.12,47.07,48.38,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43,49.43
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-26,73,71.83,0.98,15.31,19.34,21.53,22.63,24.45,25.25,25.7,26.23,26.82,27.29,27.29,27.29,27.29,27.29,27.29,27.29,27.29,27.29,27.29,27.29,27.29,27.29,27.29,27.29,27.29,27.29,27.29,27.29,27.29
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-27,103,73.79,0.72,24.42,36.66,39.68,41.13,42.75,43.97,45.27,47.23,48.31,48.31,48.31,48.31,48.31,48.31,48.31,48.31,48.31,48.31,48.31,48.31,48.31,48.31,48.31,48.31,48.31,48.31,48.31,48.31,48.31
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-28,88,70.9,0.81,14.51,21.59,24.94,27.83,29.07,29.92,31.0,32.94,32.94,32.94,32.94,32.94,32.94,32.94,32.94,32.94,32.94,32.94,32.94,32.94,32.94,32.94,32.94,32.94,32.94,32.94,32.94,32.94,32.94
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-03-01,89,69.37,0.78,22.34,28.26,31.31,34.56,38.04,43.56,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66,47.66
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-03-02,84,67.53,0.8,16.1,22.3,27.56,32.15,37.26,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-03-03,91,67.99,0.75,21.87,28.08,34.46,40.57,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29,44.29
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-03-04,89,68.24,0.77,17.88,23.41,28.98,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-03-05,107,70.73,0.66,24.54,32.5,38.91,38.91,38.91,38.91,38.91,38.91,38.91,38.91,38.91,38.91,38.91,38.91,38.91,38.91,38.91,38.91,38.91,38.91,38.91,38.91,38.91,38.91,38.91,38.91,38.91,38.91,38.91
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-03-06,91,73.45,0.81,21.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-03-07,86,69.46,0.81,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-03-08,102,69.61,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-03-09,89,40.41,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_AU_02_aaa_page002_ys_0222_ON,2.385300406761023e+16,2023-02-22,22,11.03,0.5,11.16,17.28,20.36,22.34,24.2,25.93,26.97,27.08,27.26,27.72,27.79,27.94,28.04,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_AU_02_aaa_page002_ys_0222_ON,2.385300406761023e+16,2023-02-23,74,29.42,0.4,10.27,13.52,14.57,15.28,16.01,16.39,16.92,17.41,17.69,17.82,17.96,18.08,18.08,18.08,18.08,18.08,18.08,18.08,18.08,18.08,18.08,18.08,18.08,18.08,18.08,18.08,18.08,18.08,18.08
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_AU_02_aaa_page002_ys_0222_ON,2.385300406761023e+16,2023-02-24,72,29.65,0.41,17.82,21.39,23.84,25.09,26.75,27.65,28.47,30.19,32.25,33.6,35.22,36.88,36.88,36.88,36.88,36.88,36.88,36.88,36.88,36.88,36.88,36.88,36.88,36.88,36.88,36.88,36.88,36.88,36.88
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_AU_02_aaa_page002_ys_0222_ON,2.385300406761023e+16,2023-02-25,72,31.44,0.44,17.17,23.02,25.6,28.82,29.57,29.89,30.74,31.93,32.62,33.21,33.94,33.94,33.94,33.94,33.94,33.94,33.94,33.94,33.94,33.94,33.94,33.94,33.94,33.94,33.94,33.94,33.94,33.94,33.94
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_AU_02_aaa_page002_ys_0222_ON,2.385300406761023e+16,2023-02-26,62,31.37,0.51,12.5,16.7,21.57,23.38,25.19,27.0,27.51,28.29,28.58,29.21,29.21,29.21,29.21,29.21,29.21,29.21,29.21,29.21,29.21,29.21,29.21,29.21,29.21,29.21,29.21,29.21,29.21,29.21,29.21
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_AU_02_aaa_page002_ys_0222_ON,2.385300406761023e+16,2023-02-27,59,30.25,0.51,10.22,12.78,14.68,16.5,18.47,20.28,21.14,22.42,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_AU_02_aaa_page002_ys_0222_ON,2.385300406761023e+16,2023-02-28,66,29.49,0.45,21.18,26.4,32.99,39.27,41.93,45.19,46.71,48.36,48.36,48.36,48.36,48.36,48.36,48.36,48.36,48.36,48.36,48.36,48.36,48.36,48.36,48.36,48.36,48.36,48.36,48.36,48.36,48.36,48.36
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_AU_02_aaa_page002_ys_0222_ON,2.385300406761023e+16,2023-03-01,125,71.06,0.57,28.39,38.22,43.44,47.01,52.86,56.62,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07,62.07
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_AU_02_aaa_page002_ys_0222_ON,2.385300406761023e+16,2023-03-02,149,95.49,0.64,28.85,38.26,43.84,53.4,59.31,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_AU_02_aaa_page002_ys_0222_ON,2.385300406761023e+16,2023-03-03,186,96.48,0.52,57.75,79.08,93.36,102.19,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_AU_02_aaa_page002_ys_0222_ON,2.385300406761023e+16,2023-03-04,128,101.52,0.79,29.54,41.37,47.79,52.76,52.76,52.76,52.76,52.76,52.76,52.76,52.76,52.76,52.76,52.76,52.76,52.76,52.76,52.76,52.76,52.76,52.76,52.76,52.76,52.76,52.76,52.76,52.76,52.76,52.76
