Media Source,Campaign,Campaign Id,Cohort Day,Users,Cost,Average eCPI,retention day1 ,retention day1 percent,roas - Rate - day 0 - partial,roas - Rate - day 1 - partial,roas - Rate - day 2 - partial,roas - Rate - day 3 - partial,roas - Rate - day 4 - partial,roas - Rate - day 5 - partial,roas - Rate - day 6 - partial,roas - Rate - day 7 - partial,roas - Rate - day 8 - partial,roas - Rate - day 9 - partial,roas - Rate - day 10 - partial,roas - Rate - day 11 - partial,roas - Rate - day 12 - partial,roas - Rate - day 13 - partial,roas - Rate - day 14 - partial,roas - Rate - day 15 - partial,roas - Rate - day 16 - partial,roas - Rate - day 17 - partial,roas - Rate - day 18 - partial,roas - Rate - day 19 - partial,roas - Rate - day 20 - partial,roas - Rate - day 21 - partial,roas - Rate - day 22 - partial,roas - Rate - day 23 - partial,roas - Rate - day 24 - partial,roas - Rate - day 25 - partial,roas - Rate - day 26 - partial,roas - Rate - day 27 - partial,roas - Rate - day 28 - partial,revenue - sum - day 0 - partial,revenue - sum - day 1 - partial,revenue - sum - day 2 - partial,revenue - sum - day 3 - partial,revenue - sum - day 4 - partial,revenue - sum - day 5 - partial,revenue - sum - day 6 - partial,revenue - sum - day 7 - partial,revenue - sum - day 8 - partial,revenue - sum - day 9 - partial,revenue - sum - day 10 - partial,revenue - sum - day 11 - partial,revenue - sum - day 12 - partial,revenue - sum - day 13 - partial,revenue - sum - day 14 - partial,revenue - sum - day 15 - partial,revenue - sum - day 16 - partial,revenue - sum - day 17 - partial,revenue - sum - day 18 - partial,revenue - sum - day 19 - partial,revenue - sum - day 20 - partial,revenue - sum - day 21 - partial,revenue - sum - day 22 - partial,revenue - sum - day 23 - partial,revenue - sum - day 24 - partial,revenue - sum - day 25 - partial,revenue - sum - day 26 - partial,revenue - sum - day 27 - partial,revenue - sum - day 28 - partial
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-11,1245,85.06,0.07,445,35.74%,51.77,62.64,68.23,73.31,76.69,79.33,81.27,82.78,84.19,85.94,87.44,88.5,89.73,90.79,92.22,93.25,94.45,95.86,96.83,97.89,98.91,99.92,100.91,102.19,103.27,103.27,103.27,103.27,103.27,44.03,53.28,58.04,62.35,65.23,67.48,69.13,70.41,71.62,73.1,74.38,75.28,76.32,77.22,78.44,79.32,80.34,81.54,82.37,83.26,84.13,85.0,85.83,86.92,87.85,87.85,87.85,87.85,87.85
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-12,1088,89.37,0.08,423,38.88%,42.91,55.34,61.65,65.44,68.06,70.28,73.12,74.82,76.61,78.12,79.2,80.95,82.6,84.06,85.41,86.46,87.48,88.12,88.74,89.42,90.03,90.54,91.28,92.05,92.05,92.05,92.05,92.05,92.05,38.35,49.46,55.1,58.48,60.83,62.81,65.35,66.87,68.46,69.82,70.78,72.34,73.82,75.13,76.33,77.27,78.18,78.76,79.3,79.92,80.46,80.91,81.58,82.26,82.26,82.26,82.26,82.26,82.26
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-13,1387,99.48,0.07,554,39.94%,46.38,58.55,63.76,67.66,70.38,72.56,74.46,75.9,77.53,78.54,80.13,81.4,82.76,84.22,85.44,86.45,87.34,88.21,89.19,90.13,91.2,92.4,93.38,93.38,93.38,93.38,93.38,93.38,93.38,46.14,58.25,63.43,67.31,70.01,72.18,74.07,75.5,77.12,78.13,79.72,80.98,82.33,83.78,85.0,86.0,86.88,87.76,88.73,89.66,90.72,91.92,92.89,92.89,92.89,92.89,92.89,92.89,92.89
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-14,1394,98.1,0.07,533,38.24%,47.06,60.01,66.04,70.21,72.91,75.05,77.12,78.9,80.36,82.1,83.83,85.33,86.72,88.0,89.32,90.43,91.54,92.66,93.34,94.51,95.52,96.22,96.22,96.22,96.22,96.22,96.22,96.22,96.22,46.16,58.87,64.78,68.87,71.52,73.62,75.65,77.4,78.83,80.54,82.24,83.71,85.08,86.33,87.62,88.71,89.8,90.9,91.57,92.71,93.71,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-15,1264,97.64,0.08,488,38.61%,42.82,52.87,59.24,62.9,65.96,68.07,69.95,71.75,73.79,75.54,77.48,78.84,80.43,81.98,83.04,84.08,85.17,86.2,87.48,88.64,89.84,89.84,89.84,89.84,89.84,89.84,89.84,89.84,89.84,41.81,51.63,57.85,61.42,64.4,66.47,68.3,70.05,72.05,73.76,75.65,76.98,78.53,80.05,81.08,82.1,83.16,84.17,85.42,86.55,87.72,87.72,87.72,87.72,87.72,87.72,87.72,87.72,87.72
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-16,1250,93.11,0.07,494,39.52%,39.71,53.56,59.24,63.0,66.08,68.43,70.73,73.9,76.62,78.84,80.88,82.63,84.57,85.98,87.39,88.62,89.61,90.83,92.05,93.09,93.09,93.09,93.09,93.09,93.09,93.09,93.09,93.09,93.09,36.98,49.87,55.16,58.66,61.53,63.71,65.86,68.81,71.34,73.4,75.3,76.94,78.74,80.05,81.37,82.51,83.44,84.57,85.7,86.68,86.68,86.68,86.68,86.68,86.68,86.68,86.68,86.68,86.68
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-17,1085,98.39,0.09,422,38.89%,36.08,46.98,52.06,56.5,60.63,63.11,65.74,68.15,70.22,71.73,73.54,74.95,76.1,77.25,78.48,79.54,80.7,81.76,82.72,82.72,82.72,82.72,82.72,82.72,82.72,82.72,82.72,82.72,82.72,35.5,46.23,51.22,55.59,59.65,62.09,64.68,67.06,69.09,70.57,72.36,73.75,74.87,76.01,77.21,78.26,79.41,80.45,81.38,81.38,81.38,81.38,81.38,81.38,81.38,81.38,81.38,81.38,81.38
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-18,1145,105.61,0.09,444,38.78%,39.3,50.29,56.34,60.3,63.15,65.69,67.67,69.92,72.32,74.07,75.67,76.64,77.51,78.75,79.82,81.46,83.13,84.43,84.43,84.43,84.43,84.43,84.43,84.43,84.43,84.43,84.43,84.43,84.43,41.5,53.11,59.5,63.68,66.69,69.38,71.47,73.84,76.38,78.23,79.92,80.94,81.86,83.17,84.3,86.03,87.8,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17,89.17
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-19,1133,102.58,0.09,450,39.72%,35.17,44.19,48.56,52.52,55.83,58.06,59.89,61.86,63.72,65.36,66.76,68.15,69.5,70.77,72.1,73.32,74.33,74.33,74.33,74.33,74.33,74.33,74.33,74.33,74.33,74.33,74.33,74.33,74.33,36.08,45.33,49.82,53.88,57.27,59.56,61.44,63.46,65.37,67.05,68.48,69.91,71.29,72.59,73.96,75.21,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-20,1045,100.91,0.1,404,38.66%,34.61,46.42,51.54,56.16,59.58,62.44,64.93,66.61,67.95,68.95,70.19,71.57,72.66,73.7,74.53,75.32,75.32,75.32,75.32,75.32,75.32,75.32,75.32,75.32,75.32,75.32,75.32,75.32,75.32,34.93,46.84,52.0,56.67,60.12,63.01,65.52,67.22,68.57,69.58,70.83,72.22,73.32,74.37,75.2,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-21,1142,100.42,0.09,413,36.16%,33.43,42.32,46.37,50.2,53.71,56.66,58.92,60.79,62.43,64.07,66.14,67.28,68.7,70.11,71.63,71.63,71.63,71.63,71.63,71.63,71.63,71.63,71.63,71.63,71.63,71.63,71.63,71.63,71.63,33.57,42.5,46.57,50.41,53.94,56.9,59.17,61.05,62.69,64.34,66.42,67.56,68.99,70.4,71.93,71.93,71.93,71.93,71.93,71.93,71.93,71.93,71.93,71.93,71.93,71.93,71.93,71.93,71.93
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-22,1027,98.22,0.1,379,36.9%,34.28,44.85,49.38,52.46,55.65,57.8,59.53,60.96,62.0,63.01,64.17,65.51,66.79,68.11,68.11,68.11,68.11,68.11,68.11,68.11,68.11,68.11,68.11,68.11,68.11,68.11,68.11,68.11,68.11,33.67,44.05,48.5,51.53,54.66,56.77,58.47,59.88,60.9,61.89,63.03,64.34,65.6,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-23,1050,98.5,0.09,403,38.38%,34.39,45.89,51.3,54.35,57.06,59.8,61.74,63.67,65.53,66.85,68.37,69.95,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34,71.34,33.88,45.2,50.53,53.54,56.2,58.9,60.81,62.71,64.54,65.84,67.34,68.9,70.27,70.27,70.27,70.27,70.27,70.27,70.27,70.27,70.27,70.27,70.27,70.27,70.27,70.27,70.27,70.27,70.27
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-24,1002,98.77,0.1,410,40.92%,34.38,44.45,50.78,56.66,60.31,63.08,65.16,67.41,69.31,70.91,72.35,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66,73.66,33.95,43.9,50.16,55.96,59.57,62.31,64.36,66.58,68.46,70.04,71.46,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76,72.76
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-25,1002,100.59,0.1,428,42.71%,34.72,48.08,55.41,60.46,63.41,65.96,69.07,71.18,73.53,75.4,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,76.76,34.92,48.36,55.74,60.82,63.78,66.35,69.48,71.6,73.96,75.85,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21,77.21
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-26,818,76.24,0.09,301,36.8%,39.93,51.84,59.53,64.1,67.79,72.11,75.21,77.72,79.85,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,30.44,39.52,45.39,48.87,51.68,54.97,57.34,59.25,60.88,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16,62.16
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-27,378,34.43,0.09,138,36.51%,40.72,49.22,53.7,55.85,58.08,59.79,61.71,64.0,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.55,14.02,16.95,18.49,19.23,20.0,20.59,21.25,22.03,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57,22.57
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-02-28,517,45.52,0.09,182,35.2%,35.14,42.63,46.97,51.07,55.12,57.59,59.76,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,61.9,16.0,19.41,21.38,23.25,25.09,26.21,27.2,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18,28.18
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-03-01,34,0.0,0.0,19,55.88%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.18,1.45,1.73,1.95,2.08,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-03-02,19,0.0,0.0,13,68.42%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.5,0.53,0.62,0.66,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-03-03,11,0.0,0.0,7,63.64%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.34,0.53,0.66,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-03-04,2,0.0,0.0,1,50.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-03-05,3,0.0,0.0,1,33.33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Facebook Ads,youdaozhixuan_Liveme_FB__PH_01_aaa_page002_ys_0210_,2.385248167094053e+16,2023-03-06,2,,,1,50.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-02-22,62,18.17,0.29,28,45.16%,70.12,116.99,148.01,185.57,199.07,215.77,228.34,248.35,266.07,287.87,292.92,301.12,310.0,315.49,315.49,315.49,315.49,315.49,315.49,315.49,315.49,315.49,315.49,315.49,315.49,315.49,315.49,315.49,315.49,12.74,21.26,26.89,33.72,36.17,39.21,41.49,45.13,48.35,52.31,53.22,54.71,56.33,57.32,57.32,57.32,57.32,57.32,57.32,57.32,57.32,57.32,57.32,57.32,57.32,57.32,57.32,57.32,57.32
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-02-23,148,38.31,0.26,55,37.16%,60.0,71.36,76.55,80.35,83.56,86.8,90.42,95.05,97.85,99.51,102.53,106.74,108.97,108.97,108.97,108.97,108.97,108.97,108.97,108.97,108.97,108.97,108.97,108.97,108.97,108.97,108.97,108.97,108.97,22.99,27.34,29.33,30.78,32.01,33.25,34.64,36.41,37.49,38.12,39.28,40.89,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-02-24,138,38.24,0.28,47,34.06%,40.12,59.17,65.6,76.17,82.7,89.04,94.27,99.38,103.09,109.0,114.24,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83,117.83,15.34,22.63,25.08,29.13,31.62,34.05,36.05,38.0,39.42,41.68,43.69,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06,45.06
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-02-25,123,41.2,0.33,49,39.84%,57.36,76.41,87.42,91.03,94.87,97.28,98.72,99.86,103.18,106.1,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,108.34,23.63,31.48,36.02,37.5,39.09,40.08,40.67,41.14,42.51,43.71,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64,44.64
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-02-26,119,32.02,0.27,38,31.93%,50.96,62.68,70.24,76.69,80.9,83.22,85.4,90.17,96.19,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,16.32,20.07,22.49,24.56,25.9,26.65,27.34,28.87,30.8,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-02-27,21,7.13,0.34,5,23.81%,51.29,63.11,69.04,83.37,94.11,101.15,102.9,114.1,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,116.94,3.66,4.5,4.92,5.94,6.71,7.21,7.34,8.14,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.34
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-02-28,80,22.15,0.28,18,22.5%,21.89,30.7,37.9,61.24,78.89,87.93,93.34,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,95.77,4.85,6.8,8.39,13.57,17.47,19.48,20.67,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-01,267,96.31,0.36,106,39.7%,36.93,47.8,56.49,61.27,68.98,73.77,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,78.38,35.57,46.04,54.4,59.01,66.44,71.05,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49,75.49
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-02,304,114.19,0.38,116,38.16%,29.68,39.29,45.73,53.16,59.78,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,33.9,44.87,52.21,60.71,68.27,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06,74.06
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-03,256,114.1,0.45,109,42.58%,30.31,38.31,46.51,53.01,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,57.26,34.58,43.72,53.07,60.48,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-04,236,115.19,0.49,90,38.14%,13.63,20.4,27.65,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,32.08,15.7,23.49,31.85,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96,36.96
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-05,259,106.16,0.41,101,39.0%,21.55,32.67,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,40.13,22.88,34.68,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-06,283,103.92,0.37,115,40.64%,31.57,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,42.66,32.81,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33,44.33
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-07,233,95.35,0.41,110,47.21%,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49,25.49
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-08,141,57.74,0.41,54,38.3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB__UK_01_aaa_page002_ys_0222_ON,2.385261177302053e+16,2023-03-09,78,14.42,0.18,0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-09,103,68.85,0.67,46,44.66%,43.75,56.8,62.53,63.73,65.18,67.44,68.88,70.73,72.12,73.59,74.43,74.62,75.38,75.64,76.16,77.29,78.22,78.85,79.4,80.45,81.36,82.06,82.63,83.79,85.37,86.32,87.36,87.36,87.36,30.12,39.1,43.05,43.88,44.88,46.43,47.43,48.69,49.66,50.67,51.25,51.38,51.9,52.08,52.43,53.21,53.86,54.29,54.66,55.39,56.02,56.5,56.89,57.69,58.78,59.43,60.14,60.14,60.14
