Media Source,Campaign,Campaign Id,Cohort Day,Users,Cost,Average eCPI,retention day1 ,retention day1 percent,roas - Rate - day 0 - partial,roas - Rate - day 1 - partial,roas - Rate - day 2 - partial,roas - Rate - day 3 - partial,roas - Rate - day 4 - partial,roas - Rate - day 5 - partial,roas - Rate - day 6 - partial,roas - Rate - day 7 - partial,roas - Rate - day 8 - partial,roas - Rate - day 9 - partial,roas - Rate - day 10 - partial,roas - Rate - day 11 - partial,roas - Rate - day 12 - partial,roas - Rate - day 13 - partial,roas - Rate - day 14 - partial,roas - Rate - day 15 - partial,roas - Rate - day 16 - partial,roas - Rate - day 17 - partial,roas - Rate - day 18 - partial,roas - Rate - day 19 - partial,roas - Rate - day 20 - partial,roas - Rate - day 21 - partial,roas - Rate - day 22 - partial,roas - Rate - day 23 - partial,roas - Rate - day 24 - partial,roas - Rate - day 25 - partial,roas - Rate - day 26 - partial,roas - Rate - day 27 - partial,roas - Rate - day 28 - partial,revenue - sum - day 0 - partial,revenue - sum - day 1 - partial,revenue - sum - day 2 - partial,revenue - sum - day 3 - partial,revenue - sum - day 4 - partial,revenue - sum - day 5 - partial,revenue - sum - day 6 - partial,revenue - sum - day 7 - partial,revenue - sum - day 8 - partial,revenue - sum - day 9 - partial,revenue - sum - day 10 - partial,revenue - sum - day 11 - partial,revenue - sum - day 12 - partial,revenue - sum - day 13 - partial,revenue - sum - day 14 - partial,revenue - sum - day 15 - partial,revenue - sum - day 16 - partial,revenue - sum - day 17 - partial,revenue - sum - day 18 - partial,revenue - sum - day 19 - partial,revenue - sum - day 20 - partial,revenue - sum - day 21 - partial,revenue - sum - day 22 - partial,revenue - sum - day 23 - partial,revenue - sum - day 24 - partial,revenue - sum - day 25 - partial,revenue - sum - day 26 - partial,revenue - sum - day 27 - partial,revenue - sum - day 28 - partial
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-03-05,683,49.31,0.07,310,45.39%,39.67,53.38,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,19.56,26.32,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56,30.56
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-03-06,697,51.32,0.07,297,42.61%,32.46,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,16.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66,22.66
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-03-07,721,50.98,0.07,294,40.78%,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,37.37,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-03-08,653,50.75,0.08,300,45.94%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-03-09,574,30.63,0.05,0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-10,103,12.25,0.12,45,43.69%,51.64,61.89,63.21,63.76,63.84,64.15,64.24,64.31,64.31,64.77,64.77,64.77,64.78,64.84,65.06,65.16,65.37,65.46,65.52,65.56,65.7,65.86,65.94,66.14,66.47,66.76,66.76,66.76,66.76,6.33,7.58,7.74,7.81,7.82,7.86,7.87,7.88,7.88,7.93,7.93,7.93,7.94,7.94,7.97,7.98,8.01,8.02,8.03,8.03,8.05,8.07,8.08,8.1,8.14,8.18,8.18,8.18,8.18
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-11,468,57.64,0.12,127,27.14%,32.17,38.54,41.81,44.15,45.29,46.28,47.08,47.69,48.02,48.21,48.51,48.55,49.07,49.4,49.63,50.17,50.41,50.7,50.84,50.93,51.04,51.09,51.3,51.75,51.93,51.93,51.93,51.93,51.93,18.54,22.22,24.1,25.45,26.11,26.67,27.14,27.49,27.68,27.79,27.96,27.99,28.28,28.47,28.61,28.92,29.06,29.22,29.3,29.36,29.42,29.45,29.57,29.83,29.93,29.93,29.93,29.93,29.93
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-12,410,50.45,0.12,121,29.51%,26.45,29.79,31.42,32.85,33.74,35.09,35.71,36.02,36.28,36.46,36.93,37.6,37.78,38.22,38.73,39.15,39.43,39.72,39.92,40.15,40.51,40.99,41.33,41.84,41.84,41.84,41.84,41.84,41.84,13.34,15.03,15.85,16.57,17.02,17.7,18.02,18.17,18.3,18.39,18.63,18.97,19.06,19.28,19.54,19.75,19.89,20.04,20.14,20.26,20.44,20.68,20.85,21.11,21.11,21.11,21.11,21.11,21.11
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-13,438,50.44,0.12,103,23.52%,25.96,33.15,37.58,39.68,41.48,42.61,43.59,43.94,44.68,45.22,45.74,46.17,46.52,46.76,47.14,47.5,47.81,48.06,48.38,48.82,49.23,49.66,49.99,49.99,49.99,49.99,49.99,49.99,49.99,13.09,16.72,18.96,20.01,20.92,21.49,21.99,22.16,22.54,22.81,23.07,23.29,23.46,23.59,23.78,23.96,24.11,24.24,24.4,24.63,24.83,25.05,25.21,25.21,25.21,25.21,25.21,25.21,25.21
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-14,399,49.75,0.12,104,26.07%,33.21,37.69,41.16,44.24,45.8,46.44,46.75,47.2,47.53,48.53,49.04,49.86,50.65,51.01,51.89,52.35,52.63,53.12,53.59,54.32,54.63,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,16.52,18.75,20.48,22.01,22.78,23.11,23.26,23.48,23.64,24.15,24.39,24.8,25.2,25.38,25.81,26.04,26.18,26.43,26.66,27.02,27.18,27.36,27.36,27.36,27.36,27.36,27.36,27.36,27.36
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-15,373,49.95,0.13,114,30.56%,30.4,35.12,38.42,41.04,42.12,43.58,44.38,44.96,45.86,47.2,48.17,48.96,49.68,50.65,51.4,51.78,52.38,52.87,53.48,54.06,54.77,54.77,54.77,54.77,54.77,54.77,54.77,54.77,54.77,15.18,17.54,19.19,20.5,21.04,21.77,22.17,22.46,22.91,23.58,24.06,24.46,24.82,25.3,25.67,25.87,26.16,26.41,26.71,27.0,27.36,27.36,27.36,27.36,27.36,27.36,27.36,27.36,27.36
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-16,392,47.43,0.12,90,22.96%,30.28,35.96,39.53,41.32,42.18,42.81,43.3,44.12,44.45,45.27,45.75,46.05,46.59,47.32,47.98,48.47,48.72,49.28,49.54,50.25,50.25,50.25,50.25,50.25,50.25,50.25,50.25,50.25,50.25,14.36,17.05,18.75,19.6,20.01,20.3,20.54,20.93,21.08,21.47,21.7,21.84,22.1,22.44,22.76,22.99,23.11,23.37,23.5,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-17,301,51.28,0.17,64,21.26%,19.51,21.41,22.65,23.3,23.69,24.04,24.63,25.22,25.72,26.38,26.75,26.92,27.15,27.32,27.6,27.85,28.95,29.25,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,29.58,10.0,10.98,11.61,11.95,12.15,12.33,12.63,12.93,13.19,13.53,13.72,13.8,13.92,14.01,14.16,14.28,14.85,15.0,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-18,306,50.68,0.17,64,20.92%,24.35,25.79,27.92,29.79,31.69,32.71,33.61,34.24,34.67,35.22,35.86,36.12,36.22,36.26,36.32,36.42,36.5,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,12.34,13.07,14.15,15.1,16.06,16.58,17.03,17.35,17.57,17.85,18.18,18.31,18.36,18.38,18.41,18.46,18.5,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-19,319,50.73,0.16,68,21.32%,20.14,23.4,24.8,25.52,26.42,26.62,26.9,27.24,27.65,27.81,28.0,28.12,28.2,28.35,28.65,28.85,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,29.23,10.22,11.87,12.58,12.95,13.4,13.5,13.65,13.82,14.03,14.11,14.2,14.26,14.31,14.38,14.53,14.64,14.83,14.83,14.83,14.83,14.83,14.83,14.83,14.83,14.83,14.83,14.83,14.83,14.83
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-20,335,50.5,0.15,101,30.15%,25.38,30.31,33.02,34.55,35.52,35.91,36.94,37.67,37.87,38.12,38.19,38.22,38.48,38.76,38.87,39.39,39.39,39.39,39.39,39.39,39.39,39.39,39.39,39.39,39.39,39.39,39.39,39.39,39.39,12.82,15.3,16.67,17.45,17.94,18.13,18.65,19.02,19.12,19.25,19.29,19.3,19.43,19.58,19.63,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-21,341,50.84,0.15,75,21.99%,20.32,22.31,23.54,24.41,24.64,24.93,25.22,25.43,25.49,25.58,25.72,25.9,26.27,26.7,27.21,27.21,27.21,27.21,27.21,27.21,27.21,27.21,27.21,27.21,27.21,27.21,27.21,27.21,27.21,10.33,11.34,11.97,12.41,12.53,12.68,12.82,12.93,12.96,13.0,13.08,13.17,13.36,13.58,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.84,13.84
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-22,356,50.35,0.14,94,26.4%,25.52,29.98,32.43,33.36,34.59,36.24,36.71,37.75,38.74,39.23,39.72,40.53,41.39,42.21,42.21,42.21,42.21,42.21,42.21,42.21,42.21,42.21,42.21,42.21,42.21,42.21,42.21,42.21,42.21,12.85,15.09,16.33,16.8,17.41,18.25,18.48,19.01,19.51,19.75,20.0,20.41,20.84,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-23,355,48.5,0.14,94,26.48%,26.65,31.77,34.6,37.74,39.39,40.23,40.98,41.16,41.54,41.97,42.48,43.01,43.74,43.74,43.74,43.74,43.74,43.74,43.74,43.74,43.74,43.74,43.74,43.74,43.74,43.74,43.74,43.74,43.74,12.93,15.41,16.78,18.3,19.1,19.51,19.87,19.96,20.15,20.36,20.6,20.86,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-24,391,49.59,0.13,105,26.85%,34.26,39.07,41.01,42.24,43.63,44.0,44.3,44.7,44.95,45.5,46.12,46.75,46.75,46.75,46.75,46.75,46.75,46.75,46.75,46.75,46.75,46.75,46.75,46.75,46.75,46.75,46.75,46.75,46.75,16.99,19.38,20.34,20.95,21.64,21.82,21.97,22.17,22.29,22.57,22.87,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-25,356,49.48,0.14,91,25.56%,29.04,32.69,33.42,34.39,34.97,35.36,35.73,35.96,36.75,37.6,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,14.37,16.17,16.54,17.02,17.3,17.5,17.68,17.79,18.19,18.6,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-26,341,50.06,0.15,91,26.69%,26.98,30.4,33.19,35.65,37.04,37.56,38.61,39.59,40.57,41.36,41.36,41.36,41.36,41.36,41.36,41.36,41.36,41.36,41.36,41.36,41.36,41.36,41.36,41.36,41.36,41.36,41.36,41.36,41.36,13.5,15.22,16.61,17.85,18.54,18.8,19.33,19.82,20.31,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-27,364,50.9,0.14,111,30.49%,23.03,26.57,28.65,30.11,31.31,32.56,33.63,34.41,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,34.95,11.72,13.53,14.58,15.33,15.94,16.57,17.12,17.51,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79,17.79
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-28,344,50.91,0.15,104,30.23%,26.5,30.17,31.85,33.23,34.22,35.68,36.93,38.25,38.25,38.25,38.25,38.25,38.25,38.25,38.25,38.25,38.25,38.25,38.25,38.25,38.25,38.25,38.25,38.25,38.25,38.25,38.25,38.25,38.25,13.49,15.36,16.22,16.92,17.42,18.16,18.8,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47,19.47
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-03-01,365,50.46,0.14,100,27.4%,18.88,22.16,23.85,24.82,26.22,27.06,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,9.53,11.18,12.04,12.52,13.23,13.65,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03,14.03
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-03-02,368,49.4,0.13,97,26.36%,21.75,26.46,29.09,30.94,31.78,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,32.98,10.75,13.07,14.37,15.28,15.7,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-03-03,308,47.75,0.16,96,31.17%,21.27,24.97,27.5,29.51,31.23,31.23,31.23,31.23,31.23,31.23,31.23,31.23,31.23,31.23,31.23,31.23,31.23,31.23,31.23,31.23,31.23,31.23,31.23,31.23,31.23,31.23,31.23,31.23,31.23,10.16,11.93,13.13,14.09,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91,14.91
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-03-04,303,50.45,0.17,82,27.06%,15.2,18.91,20.43,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,22.23,7.67,9.54,10.31,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-03-05,334,49.93,0.15,88,26.35%,14.58,17.3,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,18.92,7.28,8.64,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-03-06,316,51.01,0.16,91,28.8%,11.61,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,5.92,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-03-07,369,50.63,0.14,96,26.02%,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-03-08,331,50.26,0.15,84,25.38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-03-09,300,30.25,0.1,0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-09,24,16.12,0.67,9,37.5%,41.08,45.86,47.76,49.62,50.46,51.19,51.19,51.19,52.18,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.81,55.82,55.85,56.89,56.89,56.89,56.89,56.89,56.89,6.62,7.39,7.7,8.0,8.13,8.25,8.25,8.25,8.41,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.17,9.17,9.17,9.17,9.17,9.17
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-10,84,70.23,0.84,35,41.67%,35.47,46.22,50.39,53.22,56.64,58.6,59.41,60.12,60.34,60.34,61.34,61.9,62.41,62.9,63.3,64.43,65.27,65.87,66.95,67.71,67.91,68.38,68.78,69.04,69.46,70.11,70.11,70.11,70.11,24.91,32.46,35.39,37.37,39.78,41.15,41.73,42.23,42.38,42.38,43.08,43.47,43.83,44.18,44.45,45.25,45.84,46.26,47.02,47.55,47.69,48.02,48.3,48.49,48.78,49.24,49.24,49.24,49.24
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-11,110,72.42,0.66,51,46.36%,40.01,55.64,68.47,76.07,82.47,85.24,87.12,88.92,90.92,92.55,94.09,95.79,97.84,98.94,99.98,100.68,101.46,102.16,102.77,103.31,103.74,104.41,104.94,106.14,107.31,107.31,107.31,107.31,107.31,28.97,40.29,49.59,55.09,59.73,61.73,63.09,64.39,65.85,67.02,68.14,69.37,70.85,71.65,72.4,72.91,73.48,73.98,74.42,74.82,75.13,75.61,76.0,76.87,77.72,77.72,77.72,77.72,77.72
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-12,84,69.12,0.82,42,50.0%,35.34,50.65,58.51,63.46,66.55,68.76,69.51,70.9,71.56,72.35,72.91,73.87,74.52,74.98,75.44,76.15,76.59,77.19,78.33,78.94,79.38,80.19,80.84,81.37,81.37,81.37,81.37,81.37,81.37,24.43,35.01,40.44,43.86,46.0,47.53,48.04,49.01,49.46,50.01,50.39,51.06,51.51,51.83,52.15,52.64,52.94,53.36,54.14,54.56,54.87,55.43,55.87,56.24,56.24,56.24,56.24,56.24,56.24
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-13,97,72.28,0.75,39,40.21%,37.97,47.21,55.79,59.68,64.6,66.93,68.95,70.43,71.45,72.65,74.54,75.87,78.17,80.64,83.16,86.07,88.73,91.62,93.82,97.53,100.95,105.0,108.43,108.43,108.43,108.43,108.43,108.43,108.43,27.45,34.12,40.33,43.13,46.69,48.38,49.84,50.91,51.64,52.51,53.88,54.84,56.5,58.29,60.11,62.21,64.14,66.22,67.81,70.5,72.96,75.89,78.38,78.38,78.38,78.38,78.38,78.38,78.38
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-14,101,70.1,0.69,42,41.58%,50.87,55.51,58.01,58.65,60.46,61.96,62.36,62.61,63.31,63.49,63.98,64.87,65.08,65.42,65.65,66.36,66.72,66.95,67.28,68.15,69.5,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,35.66,38.91,40.67,41.11,42.38,43.44,43.71,43.89,44.38,44.51,44.85,45.48,45.62,45.86,46.02,46.52,46.77,46.94,47.17,47.78,48.72,49.06,49.06,49.06,49.06,49.06,49.06,49.06,49.06
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-15,88,69.26,0.79,38,43.18%,45.7,56.3,64.81,70.17,72.8,74.39,75.72,78.73,80.53,82.78,83.7,85.83,87.79,90.85,92.79,94.58,96.25,96.91,97.48,98.73,99.21,99.21,99.21,99.21,99.21,99.21,99.21,99.21,99.21,31.65,38.99,44.88,48.6,50.42,51.53,52.44,54.53,55.77,57.33,57.97,59.45,60.8,62.92,64.27,65.51,66.66,67.12,67.51,68.38,68.71,68.71,68.71,68.71,68.71,68.71,68.71,68.71,68.71
