Media Source,Campaign,Campaign Id,Cohort Day,Users,Cost,Average eCPI,new_column,roas - Rate - day 0,roas - Rate - day 1,roas - Rate - day 2,roas - Rate - day 3,roas - Rate - day 4,roas - Rate - day 5,roas - Rate - day 6,roas - Rate - day 7,roas - Rate - day 8,roas - Rate - day 9,roas - Rate - day 10,roas - Rate - day 11,roas - Rate - day 12,roas - Rate - day 13,roas - Rate - day 14,roas - Rate - day 15,roas - Rate - day 16,roas - Rate - day 17,roas - Rate - day 18,roas - Rate - day 19,roas - Rate - day 20,roas - Rate - day 21 - partial,roas - Rate - day 22 - partial,roas - Rate - day 23 - partial,roas - Rate - day 24 - partial,roas - Rate - day 25 - partial,roas - Rate - day 26 - partial,roas - Rate - day 27 - partial,roas - Rate - day 28 - partial
Facebook Ads,$facebook_int$AND$BR$MAItangjie0131,2.3853613270300404e+16,2023-02-11,262,42.28,0.16,31,25.34,31.32,35.64,37.3,37.72,38.48,39.14,39.36,39.82,39.99,40.07,40.1,40.48,40.96,41.11,41.13,41.52,41.81,42.36,42.67,43.1,43.49,43.82,43.94,43.94,43.94,43.94,43.94,43.94
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-11,260,188.92,0.73,56,36.77,48.8,58.37,64.25,67.28,71.31,73.64,74.92,75.74,76.99,78.13,78.66,79.68,80.46,80.94,81.76,82.56,83.14,83.43,83.7,84.21,84.32,84.69,85.27,85.27,85.27,85.27,85.27,85.27
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210_ON,2.385286196786023e+16,2023-02-11,257,57.65,0.22,25,22.18,25.86,27.24,28.8,29.7,31.03,31.57,31.75,31.87,32.1,32.15,32.16,32.16,32.16,32.16,32.3,32.34,32.34,32.35,32.35,32.56,32.56,32.56,32.56,32.56,32.56,32.56,32.56,32.56
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210_ON,2.385286196786023e+16,2023-02-12,254,51.35,0.2,21,18.48,20.55,21.39,22.06,22.33,23.44,23.81,24.0,24.37,24.88,25.83,25.85,25.87,25.91,26.21,26.37,26.4,26.43,26.44,26.47,26.48,26.53,26.57,26.57,26.57,26.57,26.57,26.57,26.57
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-14,250,150.34,0.6,60,45.16,53.01,57.87,61.1,64.07,65.92,67.63,69.34,69.91,71.0,72.06,73.35,73.77,74.18,75.12,75.46,75.83,76.4,76.78,77.79,78.74,78.74,78.74,78.74,78.74,78.74,78.74,78.74,78.74
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-10,250,153.11,0.61,46,42.3,50.51,54.47,57.66,61.31,63.47,64.83,66.62,67.86,69.24,70.82,71.98,72.7,72.95,73.78,74.42,75.14,75.56,75.9,76.11,76.39,76.83,77.22,77.77,78.33,78.33,78.33,78.33,78.33
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-12,248,81.01,0.33,140,21.79,34.38,44.06,49.15,54.35,57.31,61.25,63.97,68.2,71.69,72.83,75.75,78.41,80.94,83.01,86.21,90.36,92.12,94.63,96.6,98.07,100.58,104.71,104.71,104.71,104.71,104.71,104.71,104.71
Facebook Ads,$facebook_int$AND$BR$MAItangjie0131 – Copy 3,2.3853733866640404e+16,2023-02-13,240,31.85,0.13,71,23.74,34.62,40.06,44.1,45.92,47.51,49.44,50.03,50.24,50.55,51.3,52.28,53.2,53.95,54.84,55.27,55.64,55.97,56.42,56.91,57.84,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210_ON,2.385286196786023e+16,2023-02-14,236,49.99,0.21,23,18.91,20.71,20.98,21.33,21.57,21.74,21.87,22.31,22.39,22.76,23.28,23.83,23.9,23.95,23.98,24.0,24.08,24.09,24.12,24.14,24.15,24.15,24.15,24.15,24.15,24.15,24.15,24.15,24.15
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-11,235,156.55,0.67,57,40.36,50.98,57.39,63.67,65.86,68.49,71.53,73.83,75.54,76.84,78.7,80.75,82.78,84.69,86.42,87.59,89.12,91.37,93.18,94.63,95.85,96.72,98.53,99.68,99.68,99.68,99.68,99.68,99.68
Facebook Ads,$facebook_int$AND$BR$MAItangjie0131,2.3853613270300404e+16,2023-02-12,234,40.84,0.17,43,17.63,22.46,25.79,26.9,27.73,29.19,30.22,30.68,31.04,31.13,31.41,31.7,32.27,32.97,33.57,33.75,34.07,34.27,34.39,34.58,35.09,35.96,36.51,36.51,36.51,36.51,36.51,36.51,36.51
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-13,234,176.17,0.75,66,35.06,44.27,49.73,54.28,57.27,61.98,64.7,68.2,69.87,71.71,73.84,76.16,77.7,79.63,81.23,82.51,83.48,84.12,84.72,85.3,86.39,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-13,234,84.3,0.36,113,21.24,31.62,37.89,40.28,43.84,45.47,48.31,49.81,52.99,56.4,60.0,61.39,64.06,66.04,68.74,70.09,71.25,73.85,76.41,77.95,80.98,84.24,84.24,84.24,84.24,84.24,84.24,84.24,84.24
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-14,228,171.38,0.75,67,35.23,44.32,51.78,55.57,59.74,62.22,64.83,67.38,69.5,71.47,73.36,74.62,75.32,76.04,77.49,78.05,78.88,79.38,79.75,80.5,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-15,221,168.65,0.76,69,33.6,43.79,50.18,54.81,58.43,62.0,64.83,66.76,68.34,69.26,70.21,71.43,72.32,73.29,74.07,74.63,75.14,75.55,76.65,78.17,78.17,78.17,78.17,78.17,78.17,78.17,78.17,78.17,78.17
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-08,220,111.21,0.51,53,53.52,71.22,79.57,87.7,91.11,93.89,98.0,100.88,103.96,105.3,106.65,108.02,108.77,109.62,110.5,110.97,111.77,112.34,112.86,113.17,113.52,113.83,114.33,115.2,115.97,116.97,117.78,117.78,117.78
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-12,216,149.41,0.69,47,35.28,46.21,53.48,57.43,62.01,65.05,68.19,69.97,71.56,72.53,75.16,76.12,77.21,78.41,79.56,80.46,81.79,82.29,83.08,83.7,84.18,85.25,86.1,86.1,86.1,86.1,86.1,86.1,86.1
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-15,209,144.89,0.69,44,33.71,41.7,44.31,46.15,47.04,48.5,49.45,51.16,53.01,54.27,55.16,55.99,56.62,57.59,58.45,59.11,59.69,60.44,61.57,63.48,63.48,63.48,63.48,63.48,63.48,63.48,63.48,63.48,63.48
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-12,205,170.22,0.83,66,28.05,38.11,42.02,43.91,45.72,47.26,49.08,50.1,51.43,52.79,53.4,55.66,56.9,57.74,59.17,60.4,61.21,62.0,63.26,63.9,64.48,65.7,66.47,66.47,66.47,66.47,66.47,66.47,66.47
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-09,203,87.01,0.43,101,23.5,34.26,40.51,43.87,46.13,48.27,49.82,52.39,57.35,59.59,61.03,63.75,66.89,68.29,71.04,74.62,76.95,77.69,79.13,80.13,81.84,83.22,85.73,88.59,91.42,94.34,94.34,94.34,94.34
Facebook Ads,$facebook_int$AND$BR$MAItangjie0131 – Copy 3,2.3853733866640404e+16,2023-02-14,199,21.43,0.11,76,29.78,37.95,41.76,44.51,47.16,48.66,49.8,50.47,51.51,52.65,53.31,53.94,54.61,55.14,55.69,56.71,57.22,57.95,58.64,60.72,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12
Facebook Ads,$facebook_int$AND$BR$MAItangjie0131 – Copy 3,2.3853733866640404e+16,2023-02-11,197,33.24,0.17,56,20.42,26.17,29.85,32.02,32.81,33.48,34.65,35.23,35.57,36.1,36.43,36.96,37.78,38.75,39.22,39.82,40.69,41.06,41.49,41.85,42.3,42.62,43.35,43.75,43.75,43.75,43.75,43.75,43.75
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-08,187,75.75,0.41,93,19.38,30.75,38.05,43.59,46.13,50.39,52.06,53.29,55.04,57.03,58.06,59.83,60.89,62.94,65.82,67.87,70.43,72.23,73.78,74.74,75.39,76.15,76.65,76.96,77.59,78.86,79.67,79.67,79.67
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210_ON,2.385286196786023e+16,2023-02-15,183,37.94,0.21,18,14.82,17.37,19.02,19.99,21.34,22.24,22.54,23.34,23.69,24.2,24.28,24.48,24.52,24.61,24.64,24.67,24.71,24.76,24.88,25.73,25.73,25.73,25.73,25.73,25.73,25.73,25.73,25.73,25.73
Facebook Ads,$facebook_int$AND$BR$MAItangjie0131 – Copy 3,2.3853733866640404e+16,2023-02-12,181,30.99,0.17,65,23.76,32.58,38.09,43.02,47.3,49.36,50.61,50.94,51.9,52.71,53.57,54.21,54.62,55.02,55.87,56.27,56.93,57.67,58.5,59.38,60.09,60.63,61.25,61.25,61.25,61.25,61.25,61.25,61.25
Facebook Ads,$facebook_int$AND$PH$MAItangjie0131,2.3853612916580404e+16,2023-02-09,173,29.78,0.17,39,18.78,22.49,24.62,26.11,27.45,28.29,28.74,29.93,30.46,30.8,31.35,31.69,31.9,32.1,32.33,32.76,32.97,33.56,33.88,34.08,34.23,34.29,34.46,34.69,34.99,35.1,35.1,35.1,35.1
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-09,166,123.81,0.75,31,37.69,44.18,46.85,47.74,49.16,50.03,50.27,50.81,51.23,51.25,51.89,55.04,55.97,56.62,57.03,57.26,57.73,58.27,58.59,59.02,59.38,59.69,60.2,61.02,62.15,63.05,63.05,63.05,63.05
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-10,153,117.27,0.77,49,38.47,45.81,49.64,52.86,55.39,57.44,58.83,60.75,61.7,62.78,63.35,65.48,65.92,66.53,67.36,67.95,68.2,68.44,68.73,68.9,69.09,69.32,69.64,70.34,71.04,71.04,71.04,71.04,71.04
Facebook Ads,$facebook_int$AND$BR$MAItangjie0131 – Copy,2.3853623887190404e+16,2023-02-08,142,22.97,0.16,27,42.93,51.48,57.93,63.3,67.89,69.87,70.91,71.47,72.76,74.18,74.33,74.57,75.58,76.01,76.25,76.41,76.87,77.04,77.21,77.67,77.8,77.96,78.1,78.28,78.41,78.71,79.05,79.05,79.05
Facebook Ads,$facebook_int$AND$BR$MAItangjie0131 – Copy,2.3853623887190404e+16,2023-02-09,128,18.38,0.14,28,25.69,36.11,46.19,50.77,54.62,57.61,61.05,63.2,65.66,68.18,68.71,70.02,70.37,73.34,74.7,76.3,77.88,79.74,81.31,82.21,82.78,83.18,84.27,84.98,85.97,87.18,87.18,87.18,87.18
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-08,123,70.63,0.57,38,45.62,63.34,72.07,83.76,89.56,94.35,101.64,104.22,106.56,108.24,111.03,114.86,117.54,119.96,124.98,126.35,127.91,128.58,129.2,129.72,130.74,131.58,132.5,133.58,133.98,134.6,135.03,135.03,135.03
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-10,120,50.87,0.42,63,29.67,44.23,53.27,57.72,62.97,65.2,66.73,68.55,69.0,69.25,70.65,72.04,72.99,74.58,76.26,78.34,79.16,80.17,82.99,85.01,86.3,87.12,87.96,89.56,91.1,91.1,91.1,91.1,91.1
Facebook Ads,$facebook_int$AND$BR$MAItangjie0131 – Copy2,2.3853718851330404e+16,2023-02-09,115,12.34,0.11,13,85.77,91.75,98.45,100.04,100.79,101.84,102.14,102.16,102.16,102.16,102.31,102.45,102.45,102.45,102.49,102.59,102.61,102.65,102.69,102.73,102.82,103.22,103.23,103.23,103.31,103.75,103.75,103.75,103.75
Facebook Ads,$facebook_int$AND$PH$MAItangjie0131,2.3853612916580404e+16,2023-02-10,114,17.86,0.16,17,21.86,25.1,26.01,26.91,28.04,28.63,28.76,28.79,28.85,29.06,29.09,29.11,29.13,29.21,29.41,29.56,29.85,30.14,30.26,30.37,30.42,30.54,30.7,31.24,31.53,31.53,31.53,31.53,31.53
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-11,110,72.42,0.66,37,40.01,55.64,68.47,76.07,82.47,85.24,87.12,88.92,90.92,92.55,94.09,95.79,97.84,98.94,99.98,100.68,101.46,102.16,102.77,103.31,103.74,104.41,104.94,106.14,106.14,106.14,106.14,106.14,106.14
Facebook Ads,$facebook_int$AND$PH$MAItangjie0131 – Copy 2代,2.3853735007790404e+16,2023-02-10,107,12.07,0.11,31,26.71,37.85,41.86,43.85,45.78,46.82,47.88,48.5,48.98,49.27,49.46,49.6,49.92,50.51,51.27,51.87,52.18,52.27,52.52,52.6,52.81,52.9,53.09,53.26,53.6,53.6,53.6,53.6,53.6
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-10,103,12.25,0.12,13,51.64,61.89,63.21,63.76,63.84,64.15,64.24,64.31,64.31,64.77,64.77,64.77,64.78,64.84,65.06,65.16,65.37,65.46,65.52,65.56,65.7,65.86,65.94,66.14,66.47,66.47,66.47,66.47,66.47
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-09,103,68.85,0.67,26,43.75,56.8,62.53,63.73,65.18,67.44,68.88,70.73,72.12,73.59,74.43,74.62,75.38,75.64,76.16,77.29,78.22,78.85,79.4,80.45,81.36,82.06,82.63,83.79,85.37,86.32,86.32,86.32,86.32
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-14,101,70.1,0.69,20,50.87,55.51,58.01,58.65,60.46,61.96,62.36,62.61,63.31,63.49,63.98,64.87,65.08,65.42,65.65,66.36,66.72,66.95,67.28,68.15,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-10,100,9.65,0.1,15,51.9,60.88,61.52,62.87,62.87,63.09,63.17,63.48,63.63,64.18,64.42,64.72,64.74,64.83,65.07,65.15,65.33,65.79,67.4,68.17,69.01,69.23,69.31,69.42,69.54,69.54,69.54,69.54,69.54
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-13,97,72.28,0.75,27,37.97,47.21,55.79,59.68,64.6,66.93,68.95,70.43,71.45,72.65,74.54,75.87,78.17,80.64,83.16,86.07,88.73,91.62,93.82,97.53,100.95,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-08,96,72.2,0.75,27,29.23,44.14,47.35,51.75,52.75,54.21,55.8,57.59,58.93,61.21,62.79,63.36,64.25,65.95,67.41,67.75,69.0,70.27,71.07,72.46,73.61,74.66,75.13,76.06,76.73,77.51,78.42,78.42,78.42
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-12,92,50.86,0.55,31,57.69,81.45,94.08,107.87,114.39,117.91,122.84,125.26,129.22,133.55,135.04,137.32,145.92,148.43,149.77,153.63,155.33,157.9,160.09,164.02,165.03,169.09,171.16,171.16,171.16,171.16,171.16,171.16,171.16
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-15,88,69.26,0.79,23,45.7,56.3,64.81,70.17,72.8,74.39,75.72,78.73,80.53,82.78,83.7,85.83,87.79,90.85,92.79,94.58,96.25,96.91,97.48,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-11,88,54.48,0.62,26,67.97,99.82,125.69,147.87,156.34,162.85,171.31,173.8,175.75,179.37,182.26,186.05,187.6,190.99,194.73,197.38,198.96,200.35,202.88,204.26,205.15,207.49,210.02,212.31,212.31,212.31,212.31,212.31,212.31
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-14,88,49.3,0.56,18,45.4,50.73,54.97,58.78,62.69,64.31,68.01,69.12,70.53,72.12,73.42,74.31,74.88,75.76,77.18,78.46,79.16,80.32,80.46,81.15,82.09,82.09,82.09,82.09,82.09,82.09,82.09,82.09,82.09
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-13,85,51.22,0.6,36,43.86,61.89,72.63,80.96,84.1,86.59,87.17,88.46,91.97,93.23,94.76,96.34,97.13,98.24,99.63,101.37,102.14,102.95,104.73,105.93,107.35,108.79,108.79,108.79,108.79,108.79,108.79,108.79,108.79
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-12,84,69.12,0.82,27,35.34,50.65,58.51,63.46,66.55,68.76,69.51,70.9,71.56,72.35,72.91,73.87,74.52,74.98,75.44,76.15,76.59,77.19,78.33,78.94,79.38,80.19,80.84,80.84,80.84,80.84,80.84,80.84,80.84
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-10,84,70.23,0.84,21,35.47,46.22,50.39,53.22,56.64,58.6,59.41,60.12,60.34,60.34,61.34,61.9,62.41,62.9,63.3,64.43,65.27,65.87,66.95,67.71,67.91,68.38,68.78,69.04,69.46,69.46,69.46,69.46,69.46
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-15,84,42.3,0.5,25,60.2,78.84,85.22,89.42,93.25,95.15,100.24,102.14,103.14,105.06,106.91,107.51,110.05,111.43,116.92,119.47,121.19,122.94,124.6,125.28,125.28,125.28,125.28,125.28,125.28,125.28,125.28,125.28,125.28
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-11,77,55.09,0.72,13,33.7,47.82,58.75,66.84,71.54,73.12,81.05,85.31,88.38,92.0,93.05,93.42,93.63,93.7,93.86,94.14,95.43,95.71,95.83,95.88,95.99,96.21,96.52,97.49,97.49,97.49,97.49,97.49,97.49
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-09,74,50.8,0.69,37,49.81,77.86,88.5,93.61,98.51,105.67,110.97,113.2,114.8,119.96,122.07,122.97,125.06,127.57,131.91,134.32,137.1,138.94,140.86,143.39,145.49,146.13,147.82,148.7,150.77,151.19,151.19,151.19,151.19
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-10,73,51.31,0.7,27,57.79,68.57,78.44,89.72,98.59,102.51,110.08,118.47,121.51,124.31,125.93,127.45,129.19,131.39,133.15,135.34,136.14,137.31,138.38,140.61,141.82,142.93,145.75,146.57,147.91,147.91,147.91,147.91,147.91
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-08,70,70.39,1.01,19,24.1,34.68,39.82,42.05,43.82,44.47,45.41,46.06,46.75,47.28,48.29,50.61,51.0,52.87,54.27,55.43,56.81,58.12,59.04,59.65,59.81,59.97,60.32,60.66,60.99,61.29,61.75,61.75,61.75
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-09,69,50.42,0.73,19,44.77,64.06,75.09,81.78,89.22,96.33,101.88,106.4,109.23,113.21,116.04,117.78,118.73,120.57,122.1,127.37,128.76,129.53,129.65,129.92,130.03,130.69,130.78,132.21,132.78,133.28,133.28,133.28,133.28
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-10,69,51.48,0.75,16,36.49,50.64,55.5,57.82,62.06,62.75,66.14,66.82,70.18,71.85,73.15,74.55,75.02,75.32,77.61,78.71,79.09,80.26,80.84,81.36,81.74,82.84,83.24,84.23,84.69,84.69,84.69,84.69,84.69
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-14,69,50.29,0.73,26,50.55,62.44,70.58,82.08,87.26,90.12,93.79,99.17,103.06,108.82,113.96,116.2,119.3,122.21,126.19,128.96,131.66,134.53,136.93,138.67,142.19,142.19,142.19,142.19,142.19,142.19,142.19,142.19,142.19
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-13,67,51.82,0.77,18,46.48,60.99,64.74,67.4,71.63,72.37,73.42,74.42,75.8,76.34,76.63,77.53,78.58,79.21,79.65,81.37,82.43,83.49,85.24,86.34,87.84,89.72,89.72,89.72,89.72,89.72,89.72,89.72,89.72
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-15,67,42.87,0.64,14,32.52,38.79,43.79,45.05,46.64,47.58,50.03,50.95,51.84,52.79,53.07,53.47,53.65,53.74,53.97,54.11,54.27,54.43,54.74,55.03,55.03,55.03,55.03,55.03,55.03,55.03,55.03,55.03,55.03
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230210代,1757433215363121.0,2023-02-12,65,98.98,1.52,17,14.45,20.72,23.23,24.51,25.17,25.41,25.42,25.44,25.44,25.44,25.47,25.54,25.61,25.73,25.8,26.05,26.1,26.18,26.24,26.3,26.37,26.56,26.77,26.77,26.77,26.77,26.77,26.77,26.77
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-12,64,49.89,0.78,16,57.78,78.51,93.47,99.52,106.39,109.4,112.52,114.21,114.47,115.27,116.09,117.89,119.33,119.96,122.16,122.65,123.57,123.92,124.98,125.92,127.06,128.22,130.35,130.35,130.35,130.35,130.35,130.35,130.35
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210-2_ON,2.385286313431023e+16,2023-02-10,63,15.11,0.24,12,29.94,35.03,36.5,38.16,40.61,41.15,41.71,42.37,43.96,43.96,44.59,45.77,45.77,46.06,46.13,46.41,46.5,46.53,47.13,47.25,47.31,47.59,47.84,48.12,48.32,48.32,48.32,48.32,48.32
organic,,,2023-02-13,58,,,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facebook Ads,$facebook_int$AND$BR$MAItangjie0131 – Copy 3,2.3853733866640404e+16,2023-02-10,54,10.9,0.2,9,32.69,38.07,38.61,40.0,43.43,44.82,45.44,46.53,46.53,46.72,46.72,46.95,46.95,47.17,47.21,47.67,47.71,47.72,47.75,47.85,47.87,47.97,48.05,48.18,48.28,48.28,48.28,48.28,48.28
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230210代,1757433215363121.0,2023-02-11,53,99.09,1.87,7,17.56,20.83,21.89,24.38,25.7,27.27,27.45,27.6,27.76,27.91,27.97,28.24,28.26,28.5,28.51,28.52,28.62,28.63,28.71,28.8,28.83,28.89,28.95,29.19,29.19,29.19,29.19,29.19,29.19
Facebook Ads,$facebook_int$AND$BR$MAItangjie0131,2.3853613270300404e+16,2023-02-13,47,4.17,0.09,13,16.93,19.99,22.05,31.33,36.9,43.56,51.05,51.05,51.28,51.95,52.16,52.25,52.94,54.5,54.84,55.62,56.11,56.43,56.72,57.14,57.65,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46
organic,,,2023-02-15,45,,,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
organic,,,2023-02-11,43,,,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
organic,,,2023-02-12,43,,,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
organic,,,2023-02-14,39,,,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230210,1757435127985202.0,2023-02-12,35,99.31,2.84,11,10.68,12.93,13.73,13.86,14.0,14.05,14.58,14.61,14.64,14.64,14.74,14.82,14.87,14.91,14.95,14.97,15.01,15.03,15.3,15.45,15.46,15.51,15.6,15.6,15.6,15.6,15.6,15.6,15.6
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230210代,1757433215363121.0,2023-02-13,35,65.01,1.86,5,12.49,13.81,15.46,17.08,18.75,19.76,21.77,22.54,23.91,24.87,25.94,26.33,26.35,26.38,26.39,26.41,26.43,26.44,26.46,26.5,26.59,26.84,26.84,26.84,26.84,26.84,26.84,26.84,26.84
